path,old_commit,old_nloc,old_token_count,old_avg_token_count,old_avg_nloc,old_avg_cyclo_comp,old_cumulative_cyclo_comp,current_commit,current_nloc,current_token_count,current_avg_token_count,current_avg_nloc,current_avg_cyclo_comp,current_cumulative_cyclo_comp
vpr/src/route/router_lookahead_extended_map.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,348,2929,253.1818181818182,28.90909090909091,5.363636363636363,59,4cdcefd565a873d2eb55106c6eaa0cc81080441c,348,2929,253.1818181818182,28.90909090909091,5.363636363636363,59
vpr/src/route/router_lookahead_map.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,711,5836,152.4,18.285714285714285,4.6571428571428575,163,4cdcefd565a873d2eb55106c6eaa0cc81080441c,711,5832,152.28571428571428,18.285714285714285,4.6571428571428575,163
vpr/src/route/router_lookahead_map_utils.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,411,3266,234.84615384615384,29.53846153846154,6.153846153846154,80,4cdcefd565a873d2eb55106c6eaa0cc81080441c,409,3265,234.76923076923077,29.384615384615383,6.153846153846154,80
vpr/src/route/router_lookahead_sampling.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,174,1797,170.5,16.5,4.4,44,4cdcefd565a873d2eb55106c6eaa0cc81080441c,173,1801,170.9,16.4,4.4,44
vpr/src/route/rr_graph.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,2102,16398,379.61538461538464,47.35897435897436,10.76923076923077,420,4cdcefd565a873d2eb55106c6eaa0cc81080441c,2099,16380,379.15384615384613,47.282051282051285,10.76923076923077,420
vpr/src/route/rr_graph_area.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,422,3011,315.0,43.22222222222222,7.666666666666667,69,4cdcefd565a873d2eb55106c6eaa0cc81080441c,422,3005,314.3333333333333,43.22222222222222,7.666666666666667,69
vpr/src/route/rr_graph_indexed_data.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,363,3571,378.8888888888889,37.55555555555556,8.333333333333334,75,4cdcefd565a873d2eb55106c6eaa0cc81080441c,362,3562,377.8888888888889,37.44444444444444,8.333333333333334,75
vpr/src/route/rr_graph_reader.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,66,348,327.0,56.0,6.0,6,4cdcefd565a873d2eb55106c6eaa0cc81080441c,66,352,331.0,56.0,6.0,6
vpr/src/route/rr_graph_timing_params.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,116,977,958.0,107.0,29.0,29,4cdcefd565a873d2eb55106c6eaa0cc81080441c,116,969,950.0,107.0,29.0,29
vpr/src/route/rr_graph_util.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,73,486,151.0,21.333333333333332,4.0,12,4cdcefd565a873d2eb55106c6eaa0cc81080441c,73,490,152.33333333333334,21.333333333333332,4.0,12
vpr/src/route/rr_graph_writer.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,53,274,251.0,42.0,4.0,4,4cdcefd565a873d2eb55106c6eaa0cc81080441c,53,278,255.0,42.0,4.0,4
vpr/src/route/spatial_route_tree_lookup.cpp,d15ed677472e5cc30e6b79717196ac61150652aa,71,815,161.2,13.8,2.2,11,4cdcefd565a873d2eb55106c6eaa0cc81080441c,71,761,150.4,13.8,2.2,11
